company_original,company_processed,matched_assignee_original,matched_assignee_processed,similarity_score,valid_match,notes
DATA 100 CORP,data 100,Data 100 Corporation,data 100,1.0,True,
DATA AUTOMATION CO INC,data automation,Data Automation Corporation,data automation,1.0,True,
DATA CRITICAL CORP,data critical,Data Critical Corporation,data critical,0.9999999403953552,True,
DATA DOCUMENTS INC,data documents,Data Documents,data documents,1.0,True,
DATA DOMAIN INC,data domain,"Data Domain, Inc.",data domain,0.9999997615814209,True,
DATA GENERAL CORP,data general,Data General Corporation,data general,1.0,True,
DATA I/O CORP,data i o,Data I/O Corporation,data i o,1.0,True,
DATA MEASUREMENT CORP,data measurement,Data Measurement Corporation,data measurement,1.0,True,
DATA RACE INC,data race,"Data Race, Inc.",data race,1.0,True,
DATA RETURN CORP,data return,Data Return LLC,data return,1.0,True,
DATA STORAGE CORP,data storage,Data Storage Corporation,data storage,1.0,True,
DATA SYSTEMS INC,data systems,"Data Systems International, Inc.",data systems,0.9999996423721313,True,
DATA TECHNOLOGY CORP,data technology,"Data Technology, Inc.",data technology,1.0,True,
DATA TERMINAL SYSTEMS INC,data terminal systems,"Data Terminal Systems, Inc.",data terminal systems,1.0,True,
DATA TRANSLATION INC,data translation,"Data Translation, Inc.",data translation,1.0,True,
DATACOPY CORP,datacopy,Datacopy Corporation,datacopy,1.0,True,
DATADOG INC,datadog,"Datadog, Inc.",datadog,1.0,True,
DATAKEY INC,datakey,"Datakey, Inc.",datakey,0.9999998211860657,True,
DATALINK CORP,datalink,Datalink Corporation,datalink,1.0,True,
DATALOGIC INTERNATIONAL INC,datalogic,Datalogic Corporation,datalogic,1.0,True,
DATALOGIX INTERNATIONAL INC,datalogix,"Datalogix Holdings, Inc.",datalogix,0.9999998807907104,True,
DATAMETRICS CORP,datametrics,Datametrics Corp.,datametrics,0.9999998807907104,True,
DATAMIRROR CORP,datamirror,DataMirror Corporation,datamirror,1.0,True,
DATAPOWER INC,datapower,"Datapower, Inc.",datapower,1.0,True,
DATASCOPE CORP,datascope,DATASCOPE CORP.,datascope,0.9999998807907104,True,
DATASOUTH COMPUTER CORP,datasouth computer,Datasouth Computer Corporation,datasouth computer,1.0,True,
DATASPEED INC,dataspeed,DATASPEED INC.,dataspeed,1.0,True,
DATATRAK INTERNATIONAL INC,datatrak,"Datatrak International, Inc.",datatrak,1.0,True,
DATATRAK INTERNATIONAL INC,datatrak,"Datatrak International, Inc.",datatrak,1.0,True,
DATAVISION INC,datavision,"Datavision, Inc.",datavision,1.0,True,
DATAWATCH CORP,datawatch,DATAWATCH CORPORATION,datawatch,1.0,True,
DATAWAVE SYSTEMS INC,datawave systems,"Datawave Systems, Inc.",datawave systems,0.9999998807907104,True,
DATCHAT INC,datchat,"DatChat, Inc.",datchat,1.0,True,
DATEC GROUP LTD,datec,Datec,datec,1.0,True,
DATRON CORP,datron,DATRON AG,datron,1.0,True,
DATRON SYSTEMS INC,datron systems,"Datron Systems, Inc.",datron systems,0.9999998807907104,True,
DATTO HOLDING CORP,datto,"DATTO, INC.",datto,1.0,True,
DATUM INC,datum,"Datum Holdings, LLC",datum,1.0,True,
DAVEY TREE EXPERT CO,davey tree expert,The Davey Tree Expert Company,davey tree expert,1.0,True,
DAVID WHITE INC,david white,"David White, Inc.",david white,1.0,True,
DAVIDSTEA INC,davidstea,DAVIDSTEA INC.,davidstea,1.0,True,
DAW TECHNOLOGIES INC,daw technologies,"DAW TECHNOLOGIES, LLC",daw technologies,0.9999998807907104,True,
DAWN TECHNOLOGIES INC,dawn technologies,"Dawn Technologies, Ltd.",dawn technologies,1.0,True,
DAXOR CORP,daxor,DAXOR CORP.,daxor,1.0,True,
DAY INTERNATIONAL GROUP INC,day,"Day International, Inc.",day,0.9999998807907104,True,
DAY INTERNATIONAL GROUP INC,day,"Day International, Inc.",day,0.9999998807907104,True,
DAY RUNNER INC,day runner,"Day Runner, Inc.",day runner,0.9999998807907104,True,
DAY4 ENERGY INC,day4 energy,Day4 Energy Inc.,day4 energy,0.9999997615814209,True,
DAYLIN INC,daylin,"Daylin, Inc.",daylin,1.0,True,
DAYSTAR TECHNOLOGIES INC,daystar technologies,"DayStar Technologies, Inc.",daystar technologies,0.9999998211860657,True,
DAYTON POWER & LIGHT INC,dayton power light,Dayton Power and Light Company,dayton power light,1.0,True,
DAYTON SUPERIOR CORP,dayton superior,DAYTON SUPERIOR CORPORATION,dayton superior,0.9999998807907104,True,
DAYTON WALTHER CORP,dayton walther,Dayton Walther Corporation,dayton walther,1.0,True,
DBA SYSTEMS INC,dba systems,"DBA Systems, Inc.",dba systems,1.0,True,
DBM GLOBAL INC,dbm global,DBM GLOBAL INC.,dbm global,1.0,True,
DCH TECHNOLOGY INC,dch technology,"DCH Technology, Inc.",dch technology,1.0,True,
DCL INC,dcl,"DCL, Inc.",dcl,0.9999998807907104,True,
DDI CORP,ddi,"DDI, Inc.",ddi,0.9999998807907104,True,
DDS WIRELESS INTL INC,dds wireless,DDS Wireless International Inc.,dds wireless,1.0,True,
DEAN FOODS CO,dean foods,Dean Foods Company,dean foods,1.0,True,
DEAN RESEARCH CORP,dean research,Dean Research Corporation,dean research,1.0,True,
DEBRON CORP,debron,DeBron International,debron,1.0,True,
DECIBEL THERAPEUTICS INC,decibel therapeutics,"Decibel Therapeutics, Inc.",decibel therapeutics,1.0,True,
DECKERS OUTDOOR CORP,deckers outdoor,DECKERS OUTDOOR CORPORATION,deckers outdoor,1.0,True,
DECOR GROUP INC,decor,THE DECOR CORPORATION PTY. LTD.,decor,1.0,True,
DECOR GROUP INC,decor,THE DECOR CORPORATION PTY. LTD.,decor,1.0,True,
DECORA INDUSTRIES INC,decora industries,"Decora Industries, Inc.",decora industries,1.0,True,
DEER PARK BAKING CO,deer park baking,Deer Park Baking Company,deer park baking,1.0,True,
DEERE & CO,deere,DEERE & COMPANY,deere,0.9999996423721313,True,
DEFLECTA-SHIELD CORP,deflecta shield,Deflecta Shield Corporation,deflecta shield,0.9999998807907104,True,
DEL LABORATORIES INC,del laboratories,"Del Laboratories, Inc.",del laboratories,1.0,True,
DELCATH SYSTEMS INC,delcath systems,"Delcath Systems, Inc.",delcath systems,0.9999998211860657,True,
DELPHAX TECHNOLOGIES INC,delphax technologies,Delphax Technologies Inc.,delphax technologies,1.0,True,
DELPHI TECHNOLOGIES PLC,delphi technologies,Delphi Technologies,delphi technologies,1.0,True,
DELTA & PINE LAND CO,delta pine land,DELTA AND PINE LAND COMPANY,delta pine land,1.0,True,
DELTA AIR LINES INC,delta air lines,"Delta Air Lines, Inc.",delta air lines,0.9999997615814209,True,
DELTA APPAREL INC,delta apparel,"Delta Apparel, Inc.",delta apparel,1.0,True,
DELTA CORP OF AMERICA,delta america,Delta America Ltd.,delta america,1.0,True,
DELTA DATA SYSTEMS CORP,delta data systems,Delta Data Systems Corporation,delta data systems,1.0,True,
DELTA GALIL INDUSTRIES LTD,delta galil industries,DELTA GALIL INDUSTRIES LTD.,delta galil industries,0.9999998807907104,True,
DELTAGEN INC,deltagen,"Deltagen, Inc.",deltagen,1.0,True,
DELTAK CORP,deltak,Deltak Corporation,deltak,0.9999998807907104,True,
DELTEK INC,deltek,"DELTEK, INC.",deltek,0.9999998807907104,True,
DELUXE CORP,deluxe,Deluxe Corporation,deluxe,0.9999998807907104,True,
DEM INC,dem,DEM Inc.,dem,1.0,True,
DEMANDTEC INC,demandtec,"DemandTec, Inc.",demandtec,1.0,True,
DEMANDWARE INC,demandware,DEMANDWARE INC.,demandware,1.0,True,
DEMEGEN INC,demegen,"Demegen, Inc.",demegen,0.9999997615814209,True,
DENDREON CORP,dendreon,Dendreon Corporation,dendreon,1.0,True,
DENDRITE INTERNATIONAL INC,dendrite,"Dendrite, Inc.",dendrite,1.0,True,
DENELCOR INC,denelcor,"Denelcor, Inc.",denelcor,0.9999999403953552,True,
DENISON MINES INC,denison mines,Denison Mines Corp.,denison mines,1.0,True,
DENISON MINES INC,denison mines,Denison Mines Corp.,denison mines,1.0,True,
DENNING MOBILE ROBOTICS,denning mobile robotics,"Denning Mobile Robotics, Inc.",denning mobile robotics,1.0,True,
DENPAC CORP,denpac,Denpac Corp.,denpac,0.9999998807907104,True,
DENTAL CARE ALLIANCE INC,dental care alliance,"DENTAL ALLIANCE HOLDINGS, LLC",dental alliance,0.9517694711685181,True,
DENTSPLY INTERNATIONAL INC,dentsply,Dentsply International Inc.,dentsply,1.0,True,
DENTSPLY SIRONA INC,dentsply sirona,DENTSPLY SIRONA INC.,dentsply sirona,0.9999997615814209,True,
DEP CORP,dep,Dep Corporation,dep,0.9999998211860657,True,
DEPOTECH CORP,depotech,DepoTech Corporation,depotech,0.9999999403953552,True,
DEPRENYL ANIMAL HEALTH INC,deprenyl animal health,"Deprenyl Animal Health, Inc.",deprenyl animal health,1.0,True,
DEPUY INC,depuy,DePuy,depuy,1.0,True,
DEQ SYSTEMS CORP,deq systems,DEQ Systems Corp.,deq systems,0.9999998211860657,True,
DERMA SCIENCES INC,derma sciences,"Derma Sciences, Inc.",derma sciences,1.0,True,
DERMA-LOCK MEDICAL CORP-OLD,derma lock medical old,Derma-Lock Medical Corporation,derma lock medical,0.955832839012146,True,
DERMIRA INC,dermira,"Dermira, Inc.",dermira,1.0,True,
DERMTECH INC,dermtech,DERMTECH INTERNATIONAL,dermtech,0.9999998211860657,True,
DESCARTES SYSTEMS GROUP INC,descartes systems,The Descartes Systems Group Inc.,descartes systems,1.0,True,
DESERET PHARMACEUTICAL INC,deseret pharmaceutical,"Deseret Pharmaceutical Co., Inc.",deseret pharmaceutical,1.0,True,
DESIGNATRONICS INC,designatronics,"DESIGNATRONICS, INC.",designatronics,1.0,True,
DESIGNHOUSE INTL INC,designhouse,"Design House, Inc.",design house,0.9535051584243774,True,
DESKTOP METAL INC,desktop metal,"Desktop Metal, Inc.",desktop metal,1.0,True,
DEST CORP,dest,Dest Corporation,dest,1.0,True,
DESTEC ENERGY INC,destec energy,"Destec Energy, Inc.",destec energy,1.0,True,
DESTINATION MATERNITY CORP,destination maternity,Destination Maternity Corporation,destination maternity,1.0,True,
DESTRON FEARING CORP,destron fearing,Destron Fearing Corporation,destron fearing,1.0,True,
DESTRON INC,destron,"Destron, Inc.",destron,1.0,True,
DETECTION SYSTEMS INC,detection systems,Detection Systems Pty Ltd,detection systems,1.0,True,
DETECTO SCALES INC,detecto scales,"Detecto Scales, Inc.",detecto scales,1.0,True,
DETECTOR ELECTRONICS CORP,detector electronics,DETECTOR ELECTRONICS CORPORATION,detector electronics,1.0,True,
DETREX CORP,detrex,Detrex Corporation,detrex,1.0,True,
DETROIT DIESEL CORP,detroit diesel,DETROIT DIESEL CORPORATION,detroit diesel,1.0,True,
DETROIT EDISON CO,detroit edison,DETROIT EDISON COMPANY,detroit edison,1.0,True,
DEUTSCHE BANK AG,deutsche bank,DEUTSCHE BANK AKTIENGESELLSCHAFT,deutsche bank,1.0,True,
DEUTSCHE LUFTHANSA AG,deutsche lufthansa,DEUTSCHE LUFTHANSA AG,deutsche lufthansa,1.0,True,
DEUTSCHE TELEKOM,deutsche telekom,DEUTSCHE TELEKOM AG,deutsche telekom,0.9999998807907104,True,
DEVELCON ELECTRONICS LTD,develcon electronics,Develcon Electronics Ltd.,develcon electronics,1.0,True,
DEVELOPMENT CORP OF AMERICA,development america,Development Corporation of America,development america,0.9999998807907104,True,
DEVLIEG-BULLARD INC,devlieg bullard,"DeVlieg-Bullard, Inc.",devlieg bullard,0.9999998211860657,True,
DEVON ENERGY CORP,devon energy,Devon Energy Corporation,devon energy,1.0,True,
DEWEY ELECTRONICS CORP,dewey electronics,The Dewey Electronics Corporation,dewey electronics,1.0,True,
DEX MEDIA INC,dex media,"Dex Media, Inc.",dex media,0.9999999403953552,True,
DEXCOM INC,dexcom,"DEXCOM, INC.",dexcom,1.0,True,
DEXON INC,dexon,"Dexon, Inc.",dexon,1.0,True,
DEXTER CORP,dexter,THE DEXTER COMPANY,dexter,1.0,True,
DEXTERA SURGICAL INC,dextera surgical,Dextera Surgical,dextera surgical,1.0,True,
DEXTERRA GROUP INC,dexterra,"Dexterra, Inc.",dexterra,1.0,True,
DH CORP,dh,"DH Holdings Co., Ltd.",dh,1.0,True,
DHI GROUP INC,dhi,DHI GROUP INC.,dhi,0.9999998807907104,True,
DI AN CONTROLS INC,di an controls,"Di/An Controls, Inc.",di an controls,1.0,True,
DI GIORGIO CORP,di giorgio,Di Giorgio Corporation,di giorgio,1.0,True,
DIACRIN INC,diacrin,"Diacrin, Inc.",diacrin,1.0,True,
DIADEXUS INC,diadexus,"diaDexus, Inc.",diadexus,1.0,True,
DIAGEO PLC,diageo,Diageo PLC,diageo,1.0,True,
DIAGNOCURE INC,diagnocure,DiagnoCure Inc.,diagnocure,1.0,True,
DIAGNOSTIC PRODUCTS CORP,diagnostic products,Diagnostic Products Corporation,diagnostic products,1.0,True,
DIAL CORPORATION,dial,The Dial Corporation,dial,0.9999996423721313,True,
DIAL CORPORATION,dial,The Dial Corporation,dial,0.9999996423721313,True,
DIAL PAGE INC,dial page,Dial Page LP,dial page,0.9999997615814209,True,
DIALOC CORP OF AMERICA,dialoc america,Dialoc Corporation of America,dialoc america,0.9999996423721313,True,
DIALOG GROUP,dialog,The Dialog Corporation plc,dialog,1.0,True,
DIALOG SEMICONDUCTOR PLC,dialog semiconductor,DIALOG SEMICONDUCTOR INC.,dialog semiconductor,1.0,True,
DIALOGIC INC,dialogic,Dialogic Corporation,dialogic,0.9999998211860657,True,
DIAMOND BRANDS INC,diamond brands,Diamond Brands Incorporated,diamond brands,1.0,True,
DIAMOND CRYSTAL SALT CO,diamond crystal salt,Diamond Crystal Salt Company,diamond crystal salt,1.0,True,
DIAMOND FOODS INC,diamond foods,"Diamond Foods, Inc.",diamond foods,1.0,True,
DIAMOND INTERNATIONAL CORP,diamond,Diamond Holding Corporation,diamond,1.0,True,
DIAMOND SHAMROCK INC,diamond shamrock,Diamond Shamrock Corporation,diamond shamrock,1.0,True,
DIAMOND WEST ENERGY CORP,diamond west energy,Diamond West Energy Corporation,diamond west energy,0.9999998807907104,True,
DIANON SYSTEMS INC,dianon systems,"Dianon Systems, Inc.",dianon systems,1.0,True,
DIAPULSE CORP OF AMERICA,diapulse america,Diapulse Corporation of America,diapulse america,1.0,True,
DIASONICS ULTRASOUND INC,diasonics ultrasound,"Diasonics Ultrasound, Inc.",diasonics ultrasound,0.9999998807907104,True,
DIASYS CORP,diasys,Diasys Limited,diasys,0.9999998807907104,True,
DIATIDE INC,diatide,"Diatide, Inc.",diatide,1.0,True,
DICE INC,dice,Dice Corporation,dice,0.9999998807907104,True,
DICERNA PHARMACEUTICALS INC,dicerna pharmaceuticals,"Dicerna Pharmaceuticals, Inc.",dicerna pharmaceuticals,1.0,True,
DICKEY-JOHN CORP,dickey john,DICKEY-JOHN CORPORATION,dickey john,1.0,True,
DICKS SPORTING GOODS INC,dicks sporting goods,"Dick's Sporting Goods, Inc.",dick s sporting goods,0.9757156372070312,True,
DICOMED CORP,dicomed,Dicomed Corporation,dicomed,1.0,True,
DICTAPHONE CORP,dictaphone,Dictaphone Corporation.,dictaphone,1.0,True,
DIEBOLD NIXDORF INC,diebold nixdorf,"Diebold Nixdorf, Incorporated",diebold nixdorf,1.0,True,
DIGENE CORP,digene,Digene Corporation,digene,0.9999998807907104,True,
DIGI INTERNATIONAL INC,digi,"Digi International, Inc.",digi,1.0,True,
DIGIDESIGN INC,digidesign,"Digidesign, Inc.",digidesign,0.9999998807907104,True,
DIGIMARC CORP,digimarc,Digimarc Corporation,digimarc,1.0,True,
DIGITAL ALLY INC,digital ally,"Digital Ally, Inc.",digital ally,1.0,True,
DIGITAL EQUIPMENT,digital equipment,"Digital Equipment Corporation, Pty. Limited, Inc.",digital equipment,1.0,True,
DIGITAL FUSION INC,digital fusion,"Digital Fusion, Inc.",digital fusion,1.0,True,
DIGITAL IMPACT INC,digital impact,"Digital Impact, Inc.",digital impact,1.0,True,
DIGITAL ISLAND INC,digital island,"Digital Island, Inc.",digital island,1.0,True,
DIGITAL LIGHTWAVE INC,digital lightwave,"Digital Lightwave, Inc.",digital lightwave,1.0,True,
DIGITAL LINK CORP,digital link,Digital Link Corporation,digital link,0.9999998211860657,True,
DIGITAL OPTRONICS CORP,digital optronics,Digital Optronics Corporation,digital optronics,1.0,True,
DIGITAL PRODUCTS CORP,digital products,Digital Products Corporation,digital products,1.0,True,
DIGITAL REALTY TRUST INC,digital realty trust,"Digital Realty Trust, Inc.",digital realty trust,0.9999998807907104,True,
DIGITAL RECORDING CORP,digital recording,Digital Recording Corporation,digital recording,1.0,True,
DIGITAL RIVER INC,digital river,"DIGITAL RIVER, INC.",digital river,1.0,True,
DIGITAL TRANSMISSION SYSTEMS,digital transmission systems,"Digital Transmission Systems, Inc.",digital transmission systems,1.0,True,
DIGITAL TURBINE INC,digital turbine,"Digital Turbine, Inc.",digital turbine,1.0,True,
DIGITAL VIDEO SYSTEMS INC,digital video systems,"Digital Video Systems, Inc.",digital video systems,1.0,True,
DIGITALBRIDGE GROUP INC,digitalbridge,"DigitalBridge Holdings, Inc.",digitalbridge,1.0,True,
DIGITALGLOBE INC,digitalglobe,DIGITALGLOBE INC,digitalglobe,0.9999999403953552,True,
DIGITALOCEAN HOLDINGS INC,digitalocean,"DigitalOcean, LLC",digitalocean,1.0,True,
DIGITECH INC,digitech,"Digitech International, Inc.",digitech,1.0,True,
DIGITEK CORP,digitek,"Digitek, Inc.",digitek,0.9999998807907104,True,
DIGITEXT INC,digitext,"Digitext, Inc.",digitext,1.0,True,
DILLINGHAM CORP,dillingham,Dillingham Corporation,dillingham,0.9999998807907104,True,
DIMARK INC,dimark,"Dimark, Inc.",dimark,1.0,True,
DIODES INC,diodes,DIODES INCORPORATED,diodes,1.0,True,
DIOMED HOLDINGS INC,diomed,Diomed Inc.,diomed,1.0,True,
DIONEX CORP,dionex,Dionex Corporation,dionex,1.0,True,
DIONICS INC,dionics,Dionics Inc.,dionics,1.0,True,
DIPEXIUM PHARMACEUTICALS INC,dipexium pharmaceuticals,Dipexium Pharmaceuticals LLC,dipexium pharmaceuticals,1.0,True,
DIRECT DIGITAL HOLDINGS INC,direct digital,Direct Digital LLC,direct digital,0.9999998807907104,True,
DIRECTV HOLDINGS LLC,directv,"DIRECTV, LLC",directv,1.0,True,
DIRECTV HOLDINGS LLC,directv,"DIRECTV, LLC",directv,1.0,True,
DISC GRAPHICS INC,disc graphics,DISC GRAPHICS INC.,disc graphics,1.0,True,
DISC MEDICINE INC,disc medicine,"Disc Medicine, Inc.",disc medicine,1.0,True,
DISC TECHNOLOGY CORP,disc technology,Disc Technology Corporation,disc technology,0.9999998807907104,True,
DISCO SA,disco,DISCO CORPORATION,disco,0.9999998807907104,True,
DISCOVERY ENERGY CORP,discovery energy,"Discovery Energy, LLC",discovery energy,1.0,True,
DISCOVERY PARTNERS INTL INC,discovery partners,DISCOVERY PARTNERS INTERNATIONAL GMBH,discovery partners,1.0,True,
DISCOVERY ZONE INC,discovery zone,"Discovery Zone, Inc.",discovery zone,1.0,True,
DISCREET LOGIC INC,discreet logic,Discreet Logic Inc.,discreet logic,0.9999997019767761,True,
DISEASE DETECTION INTL,disease detection,Disease Detection International Inc.,disease detection,0.9999998807907104,True,
DISH NETWORK CORP,dish network,DISH Network Corporation,dish network,1.0,True,
DISPLAY COMPONENTS INC,display components,"Display Components, Inc.",display components,1.0,True,
DISPLAY TECHNOLOGIES INC,display technologies,"Display Technologies, LLC",display technologies,1.0,True,
DISSTON INC,disston,Disston Company,disston,0.9999999403953552,True,
DISTRIBUTED LOGIC CORP,distributed logic,Distributed Logic Corporation,distributed logic,1.0,True,
DITECH HOLDING CORP,ditech,Ditech Corporation,ditech,1.0,True,
DITECH NETWORKS INC,ditech networks,"Ditech Networks, Inc.",ditech networks,1.0,True,
DIVA SYSTEMS CORP,diva systems,Diva Systems Corporation,diva systems,1.0,True,
DIVERSCO INC,diversco,"Diversco, Inc.",diversco,1.0,True,
DIVERSEY HOLDINGS INC,diversey,"Diversey, Inc.",diversey,0.9999998807907104,True,
DIVERSEY HOLDINGS INC,diversey,"Diversey, Inc.",diversey,0.9999998807907104,True,
DIVERSEY HOLDINGS INC,diversey,"Diversey, Inc.",diversey,0.9999998807907104,True,
DIVERSIFIED ENERGIES,diversified energies,"Diversified Energies, Inc.",diversified energies,1.0,True,
DIVERSIFIED ENERGY CO PLC,diversified energy,Diversified Energy Corp.,diversified energy,0.9999999403953552,True,
DIVERSIFIED INDUSTRIES INC,diversified industries,Diversified Industries Ltd.,diversified industries,0.9999998807907104,True,
DIVERSINET CORP,diversinet,Diversinet Corp.,diversinet,1.0,True,
DIVX INC,divx,"DIVX, LLC",divx,1.0,True,
DIXICO INC,dixico,Dixico Incorporated,dixico,1.0,True,
DIXILYN CORP,dixilyn,"Dixilyn International, Inc.",dixilyn,1.0,True,
DIXON (JOSEPH) CRUCIBLE CO,dixon joseph crucible,The Joseph Dixon Crucible Company,joseph dixon crucible,0.9575605988502502,True,
DIXON TICONDEROGA CO,dixon ticonderoga,Dixon Ticonderoga Company,dixon ticonderoga,0.9999997615814209,True,
DIXSON INC,dixson,"Dixson, Inc.",dixson,1.0,True,
DJO INC,djo,"DJO, LLC",djo,1.0,True,
DLH HOLDINGS CORP,dlh,"DLH, Inc.",dlh,0.9999998807907104,True,
DM HOLDINGS INC,dm,DM International Inc.,dm,0.9999998807907104,True,
DMC GLOBAL INC,dmc global,DMC Global Inc.,dmc global,1.0,True,
DMI FURNITURE INC,dmi furniture,"DMI Furniture, Inc.",dmi furniture,1.0,True,
DMK PHARMACEUTICALS CORP,dmk pharmaceuticals,DMK PHARMACEUTICALS CORPORATION,dmk pharmaceuticals,1.0,True,
DNA MEDICAL,dna medical,"DNA Medical, Inc.",dna medical,0.9999998807907104,True,
DNA PLANT TECHNOLOGY CORP,dna plant technology,DNA Plant Technology Corporation,dna plant technology,0.9999997615814209,True,
DNA SCIENCES INC,dna sciences,"DNA Sciences, Inc.",dna sciences,0.9999998807907104,True,
DNAPRINT GENOMICS INC,dnaprint genomics,"DNAPrint Genomics, Inc.",dnaprint genomics,1.0,True,
